Brunel University,Computer Science (Software Engineering) BSc,PGCE in Secondary Education (English) with Recommendation for QTS,Screen Media (Film and TV) PhD,
Brunel University,Computer Science BSc,PGCE in Secondary Education (Mathematics) with recommendation for QTS,Smart Power Networks PhD,
Brunel University,Computer Systems Engineering BEng,PGCE in Secondary Education (Physical Education) with Recommendation for QTS,Social Work PhD,
Brunel University,Digital Design BSc,PGCE in Secondary Education (Physics with Mathematics) with recommendation for QTS,Sociology and Communication PhD,
Brunel University,Economics and Accounting BSc,PGCE in Secondary Education (Science with Biology) with recommendation for QTS,"Sport, Health and Exercise Sciences PhD",
Brunel University,Economics and Business Finance BSc,PGCE in Secondary Education (Science with Chemistry) with recommendation for QTS,Synthetic Biology PhD,
Brunel University,Economics and Management BSc,PGCE in Secondary Education (Science with Physics) with recommendation for QTS,Theatre PhD,
Brunel University,Economics BSc,Occupational Therapy (Pre-registration) MSc,"Welfare, Health and Wellbeing PhD",
Brunel University,Education BA,Physiotherapy (Pre-registration) MSc,Design Integrated PhD,
Brunel University,Electronic and Electrical Engineering (Artificial Intelligence) BEng,"Anthropology of Childhood, Youth and Education MSc",Global Challenges PhD,
Brunel University,Electronic and Electrical Engineering (Communication Systems) BEng,Anthropology of International Development and Humanitarian Assistance MSc,PhD without residence - Ahlia (Brunel Business School),
Brunel University,Electronic and Electrical Engineering (Computer Systems) BEng,Artificial Intelligence MSc,Structural Integrity PhD,
Brunel University,Electronic and Electrical Engineering (Energy Systems) BEng,"Children, Youth and International Development MA",Business and Management Integrated PhD (Brunel Business School),
Brunel University,Electronic and Electrical Engineering BEng,Cognitive and Clinical Neuroscience MSc,Economics Integrated PhD,
Brunel University,Electronic and Electrical Engineering MEng,Creative Writing MA,Education Integrated PhD,
Brunel University,Entrepreneurship and Innovation  BSc (Brunel Business School),Data Science and Analytics MSc,Electronic and Computer Engineering Integrated PhD,
Brunel University,Environmental Sciences BSc,Design Strategy and Innovation MA,Information Systems and Computing Integrated PhD,
Brunel University,Environmental Sciences MSci,Disease Mechanisms and Therapeutics MSc,Law Integrated PhD,
Brunel University,Finance and Accounting BSc,Education MA,Mathematical Sciences Integrated PhD,
Brunel University,Financial Mathematics BSc,English Literature MA,Mechanical Engineering Integrated PhD,
Brunel University,Financial Mathematics MMath,Environmental Management MRes,Doctor of Education (EdD),
Brunel University,Global Challenges (Global Innovation) BASc,Environmental Sciences MRes,Advanced Manufacturing and Enterprise Engineering Integrated PhD,
Brunel University,Global Challenges (Planetary Health) BASc,Flood and Coastal Engineering MSc,,
Brunel University,Global Challenges (Security) BASc,Intelligence and Security Studies (Distance Learning) MA,,
Brunel University,Global Challenges (Social Cohesion) BASc,Intelligence and Security Studies MA,,
Brunel University,Human Resource Management BSc (Brunel Business School),Media and Public Relations MA,,
Brunel University,International Business BSc (Brunel Business School),Medical Anthropology MSc,,
Brunel University,International Politics BSc,Oil and Gas Engineering MSc,,
Brunel University,Law (Graduate Entry) LLB,Political Communication MSc,,
Brunel University,Law LLB,Psychological and Psychiatric Anthropology MSc,,
Brunel University,Law with Criminal Justice LLB,Psychological Sciences (Conversion) MSc,,
Brunel University,Law with International Arbitration and Commercial Law LLB,"Psychology, Culture and Evolution MSc",,
Brunel University,Life Sciences BSc,Public Health and Health Promotion MSc,,
Brunel University,Marketing Management BSc (Brunel Business School),Social Anthropology MRes,,
Brunel University,Mathematics and Statistics with Management BSc,Sport and Exercise Psychology MSc,,
Brunel University,Mathematics BSc,"Sport, Health and Exercise Sciences MSc",,
Brunel University,Mathematics for Data Science BSc,Statistics with Data Analytics MSc,,
Brunel University,Mathematics MMath,Structural Integrity (Asset Reliability Management) MSc,,
Brunel University,Mathematics with Computer Science BSc,Sustainable Electrical Power MSc,,
Brunel University,Mechanical Engineering BEng,Building Services Engineering Management MSc,,
Brunel University,Mechanical Engineering MEng,Musculoskeletal Ultrasound PgCert,,
Brunel University,Military and International History BA,Advanced Electronic and Electrical Engineering MSc,,
Brunel University,Modern History BA,Advanced Mechanical Engineering MSc,,
Brunel University,Politics and History BSc,Aerospace Engineering MSc,,
Brunel University,Politics and Sociology BSc,Automotive and Motorsport Engineering MSc,,
Brunel University,Politics BSc,Biomedical Genetics and Tissue Engineering MSc,,
Brunel University,Product Design BSc,"Biomedical, Biomechanics and Bioelectronics Engineering MSc",,
Brunel University,Product Design Engineering BSc,Bioprocess Engineering MSc,,
Brunel University,"Psychology (Sport, Health and Exercise) BSc",Digital Games Theory and Design MA,,
Brunel University,Psychology BSc,Digital Service Design MSc,,
Brunel University,Sociology (Media) BSc,Financial Mathematics MSc,,
Brunel University,Sociology BSc,Integrated Product Design MSc,,
Brunel University,"Sport, Health and Exercise Sciences (Physical Education, Coaching and Social Issues) BSc",International Journalism MA,,
Brunel University,"Sport, Health and Exercise Sciences BSc",Media and Communications MSc,,
Brunel University,"Sport, Health and Exercise Sciences with Business Studies BSc",Physician Associate MSc,,
Brunel University,Visual Effects and Motion Graphics BSc,Project and Infrastructure Management MSc,,
Brunel University,Flood and Coastal Engineering BSc,Structural Engineering MSc,,
Brunel University,Biological Sciences (for intercalated students) BSc,"Sustainability, Entrepreneurship and Design MSc",,
Brunel University,Electronic and Communications Engineering BEng (China),Sustainable Energy: Technologies and Management MSc,,
Brunel University,Flood and Coastal Engineering FdSc,Water Engineering MSc,,
Brunel University,Games Design and Creative Writing BA,Wireless and Computer Communication Networks MSc,,
Brunel University,Games Design BA,Military History MA,,
Brunel University,Journalism (Communication) BA,,,
Brunel University,Journalism (Politics) BA,,,
Brunel University,Journalism and Culture BA,,,
Brunel University,Medicine MBBS,,,
Brunel University,Nursing (Adult) BSc (subject to NMC approval),,,
Brunel University,Nursing (Child Health) BSc (subject to NMC approval),,,
Brunel University,Nursing (Mental Health) BSc (subject to NMC approval),,,
Brunel University,Occupational Therapy BSc,,,
Brunel University,Physiotherapy BSc,,,
Cardiff University,Accounting (BSc),Accounting and Finance (MSc),Accounting and Finance,
Cardiff University,Accounting and Finance (BSc),Advanced Building Performance Evaluation (MSc),Ancient History,
Cardiff University,Accounting and Finance with a Professional Placement Year (BSc),Advanced Chemistry (MSc),Applied Clinical Research and Public Health,
Cardiff University,Accounting with a Professional Placement Year (BSc),Advanced Computer Science (MSc),Applied Mathematics,
Cardiff University,Ancient and Medieval History (BA),Advanced Computer Science with a Professional Placement Year (MSc),Archaeology,
Cardiff University,Ancient History (BA),Advanced Mechanical Engineering (MSc),Architecture,
Cardiff University,Ancient History and History (BA),Advanced Practice (MSc),Astronomy and Astrophysics,
Cardiff University,Applied Software Engineering (BSc),Advanced Surgical Practice (MSc),Astronomy Instrumentation,
Cardiff University,Archaeology (BA),Ageing Health and Disease (MSc),Biomedicine,
Cardiff University,Archaeology (BSc),Applied and Experimental Clinical Immunology (MSc),Biosciences,
Cardiff University,Archaeology and Ancient History (BA),Applied Environmental Geology (MSc),Biosciences (MRes),
Cardiff University,Archaeology and History (BA),Applied Linguistics (MA),Business Studies,
Cardiff University,Architectural Engineering (MEng),Archaeological Science (MSc),Cancer and Genetics,
Cardiff University,Architectural Engineering (BEng),Archaeology (MA),Catalysis in the Cardiff Catalysis Institute,
Cardiff University,Architectural Engineering (International) (MEng),Architectural Design (MA),Chemical Biology,
Cardiff University,Architectural Engineering (International) with a Year in Industry (MEng),Architectural Studies (MArch),Chemistry,
Cardiff University,Architectural Engineering with a Year in Industry (BEng),Architecture: Professional Practice (PgDip),Clinical Investigation and Vision Sciences,
Cardiff University,Architectural Engineering with Year in Europe (France) (MEng),Artificial Intelligence (MSc),Clinical Psychology,
Cardiff University,Architectural Engineering with Year in Europe (Germany) (MEng),Astrophysics (MSc),"Comparative Politics, Policy and Governance",
Cardiff University,Architectural Engineering with Year in Europe (Spain) (MEng),Bar Training Course (LLM),Composition,
Cardiff University,Architectural Engineering with Year in Industry (MEng),Bar Training Course (PgDip),Computer Science and Informatics,
Cardiff University,Architecture (BSc/MArch),Bioinformatics and Genetic Epidemiology (MSc),Condensed Matter and Photonics,
Cardiff University,Assistant Radiographic Practice (Clinical Imaging) (CertHE),Bioinformatics (MSc),Conservation,
Cardiff University,Assistant Radiographic Practice (Screening Mammography) (CertHE),Broadcast Journalism (MA),Creative and Critical Writing,
Cardiff University,Astrophysics (BSc),Building and Infrastructure Information Modelling (BIM) for Smart Engineering (MSc),Creative and Critical Writing (Welsh),
Cardiff University,Astrophysics (MPhys),Business Administration (MBA),Creative Practice in Architecture (PhD),
Cardiff University,Bachelor of Nursing (Adult) Autumn Intake (BN),Business Administration with Media (MBA),Critical and Cultural Theory,
Cardiff University,Bachelor of Nursing (Adult) Spring Intake (BN),Business Management (MSc),Data privacy and cybersecurity,
Cardiff University,Bachelor of Nursing (Child) (BN),Business Management with a Professional Placement Year (MSc),"Dentistry (PhD,MPhil)",
Cardiff University,Bachelor of Nursing (Mental Health) Autumn Intake (BN),Business Strategy and Entrepreneurship (MSc),Distributed and parallel systems,
Cardiff University,Bachelor of Nursing (Mental Health) Spring Intake (BN),Cancer Biology and Therapeutics (MSc),Doctor of Education,
Cardiff University,Banking and Finance (BScEcon),Canon Law (LLM),Doctor of Health Studies,
Cardiff University,Banking and Finance with a European Language (French) (BSc),Care of Collections (MSc),Doctor of Social and Public Policy,
Cardiff University,Banking and Finance with a European Language (German) (BSc),Catalysis (MSc),Doctor of Social Work,
Cardiff University,Banking and Finance with a European Language (Spanish) (BSc),Chaplaincy Studies (PgCert),Doctorate in Educational Psychology,
Cardiff University,Banking and Finance with a Professional Placement Year (BScEcon),Children’s Psychological Disorders (MSc),Drug Delivery and Microbiology,
Cardiff University,Biochemistry (BSc),Civil and Geoenvironmental Engineering (MSc),Earth Sciences,
Cardiff University,Biochemistry (MBiochem),Civil and Water Engineering (MSc),Economics,
Cardiff University,Biochemistry with Preliminary Year (BSc),Civil Engineering (MSc),Engineering,
Cardiff University,Biochemistry with Preliminary Year and Professional Training Year (BSc),Clinical Dentistry (Endodontology) (MClinDent),Engineering: Energy and Environment,
Cardiff University,Biochemistry with Professional Training Year (BSc),Clinical Dentistry (Prosthodontics) (MClinDent),"Engineering: Health, Technology and the Digital World",
Cardiff University,Biochemistry with Professional Training Year (MBiochem),Clinical Dermatology (MSc),"Engineering: Mechanics, Materials and Advanced Manufacturing",
Cardiff University,Biological Sciences (BSc),Clinical Optometry (MSc),English Literature,
Cardiff University,Biological Sciences (MBiol),Clinical Pharmacy (2 years) (PgDip),EPSRC CDT in Compound Semiconductor Manufacturing,
Cardiff University,Biological Sciences (Zoology) (BSc),Clinical Pharmacy (3 years) (PgDip),European Politics and Area Studies,
Cardiff University,Biological Sciences (Zoology) with Preliminary Year (BSc),Clinical Pharmacy (MSc),Geography and Planning,
Cardiff University,Biological Sciences (Zoology) with Preliminary Year and Professional Training Year (BSc),Clinical Photography (PgCert),Gravitational Physics,
Cardiff University,Biological Sciences (Zoology) with Professional Training Year (BSc),Clinical Research (MSc),Healthcare Sciences,
Cardiff University,Biological Sciences Preliminary Year and Professional Training Year (BSc),Cognitive and Behavioural Therapies (PgCert),History and Welsh History,
Cardiff University,Biological Sciences with Preliminary Year (BSc),Cognitive and Behavioural Therapies (PgDip),Human factors technology,
Cardiff University,Biological Sciences with Professional Training Year (BSc),Communication Technology and Entrepreneurship (MSc),Infection and Immunity,
Cardiff University,Biological Sciences with Professional Training Year (MBiol),Community Health Studies (SPQ) (PgDip),Inorganic Chemistry,
Cardiff University,Biomedical Sciences (BSc),Compound Semiconductor Electronics (MSc),International Relations and Globalisation,
Cardiff University,Biomedical Sciences (MBiomed),Compound Semiconductor Physics (MSc),"Journalism, Media and Culture",
Cardiff University,Biomedical Sciences with Preliminary Year (BSc),Computational and Data Journalism (MSc),Knowledge representation and reasoning,
Cardiff University,Biomedical Sciences with Preliminary Year and Professional Training Year (BSc),Computational Methods in Architecture (MSc),Language and Communication,
Cardiff University,Biomedical Sciences with Professional Training Year (BSc),Computing and IT Management (MSc),"Language, Policy and Planning",
Cardiff University,Biomedical Sciences with Professional Training Year (MBiomed),Computing and IT Management with Placement (MSc),Languages and Translation Studies,
Cardiff University,Business Economics (BScEcon),Computing (MSc),Law,
Cardiff University,Business Economics with a European Language (French) (BSc),Computing with Placement (MSc),Logistics and Operations Management,
Cardiff University,Business Economics with a European Language (German) (BSc),Conservation Practice (MSc),"Management, Employment and Organisation",
Cardiff University,Business Economics with a European Language (Spanish) (BSc),Creative Writing (MA),Marketing and Strategy,
Cardiff University,Business Economics with a Professional Placement Year (BScEcon),Critical Care (MSc),Mathematics,
Cardiff University,Business Management (BSc),Cultural and Creative Industries (MA),Medical Education,
Cardiff University,Business Management (Human Resource Management) (BSc),Cybersecurity (MSc),Medicinal Chemistry,
Cardiff University,Business Management (Human Resource Management) with a Professional Placement Year (BSc),Data Analytics for Government (MSc),Medicine,
Cardiff University,Business Management (International Management) (BSc),Data Intensive Astrophysics (MSc),Molecular Biosciences,
Cardiff University,Business Management (International Management) with a Professional Placement Year (BSc),Data Intensive Physics (MSc),Music,
Cardiff University,Business Management (Logistics and Operations) (BSc),Data Science and Analytics (MSc),Musicology,
Cardiff University,Business Management (Logistics and Operations) with a Professional Placement Year (BSc),Diabetes (MSc),Neuroscience,
Cardiff University,Business Management (Marketing) (BSc),Diabetes (PgDip),Operational Research,
Cardiff University,Business Management (Marketing) with a Professional Placement Year (BSc),Digital Documentaries (MA),Oral and Biomedical Sciences,
Cardiff University,Business Management with a European Language (French) (BSc),Digital Media and Society (MA),Organic Synthesis,
Cardiff University,Business Management with a European Language (German) (BSc),Eco-Cities (MSc),Organisms and Environment,
Cardiff University,Business Management with a European Language (Spanish) (BSc),Economics (MSc),Performance,
Cardiff University,Business Management with a Professional Placement Year (BSc),Education (MSc),Pharmacology and Physiology,
Cardiff University,Business Management with Welsh (BSc),Electrical Energy Systems (MSc),Pharmacy and Pharmaceutical Sciences,
Cardiff University,Business Management with Welsh with a Professional Placement Year (BSc),English Literature (MA),Pharmacy Practice and Clinical Pharmacy,
Cardiff University,Business Studies and Japanese (BSc),Environment and Development (MSc),Philosophy,
Cardiff University,Chemistry (BSc),Environmental Design of Buildings (1yr Distance Learning) (MSc),Physical Organic Chemistry,
Cardiff University,Chemistry (MChem),Environmental Design of Buildings (2yr DL) (MSc),Physics and Astronomy,
Cardiff University,Chemistry with a Placement Year Abroad (MChem),Environmental Design of Buildings (3 year Distance Learning) (MSc),Political Theory,
Cardiff University,Chemistry with a Placement Year Abroad (BSc),Environmental Design of Buildings (MSc),Politics and International Relations,
Cardiff University,Chemistry with a Preliminary Year (BSc),Environmental Hazards (MSc),Population Medicine,
Cardiff University,Chemistry with a Year in Industry (BSc),Executive Master of Business Administration (MBA),Probability and Statistics,
Cardiff University,Chemistry with Year in Industry (MChem),Eye Care Governance (PgCert),Psychological Medicine and Clinical Neurosciences,
Cardiff University,Chinese (BA),Finance (MSc),Psychology,
Cardiff University,Civil and Environmental Engineering (MEng),Financial Economics (MSc),Pure Mathematics,
Cardiff University,Civil and Environmental Engineering (BEng),Forensic Linguistics (MA),Quantum technologies and engineering,
Cardiff University,Civil and Environmental Engineering (International) (MEng),Genetic and Genomic Counselling (MSc),Religious & Theological Studies,
Cardiff University,Civil and Environmental Engineering (International) with a Year in Industry (MEng),Global Cultures (MA),Social computing,
Cardiff University,Civil and Environmental Engineering with a Year in Industry (BEng),Global Ecology and Conservation (MSc),Social Sciences,
Cardiff University,Civil and Environmental Engineering with Year in Europe (France) (MEng),Governance and Devolution (LLM),Solid State Materials,
Cardiff University,Civil and Environmental Engineering with Year in Europe (Germany) (MEng),Graduate Diploma in Law (Graduate Diploma),Structural Biophysics,
Cardiff University,Civil and Environmental Engineering with Year in Europe (Spain) (MEng),Gravitational Wave Physics (MSc),Text and data mining,
Cardiff University,Civil and Environmental Engineering with Year in Industry (MEng),History (MA),Theoretical and Computational Chemistry,
Cardiff University,Civil Engineering (MEng),Human Resource Management (MSc),Vision Sciences,
Cardiff University,Civil Engineering (BEng),Human Rights Law (LLM),Visual Computing,
Cardiff University,Civil Engineering (International) (MEng),Implantology (MSc),Visual Neuroscience,
Cardiff University,Civil Engineering (International) with a Year in Industry (MEng),Intellectual Property Law (LLM),Wales,
Cardiff University,Civil Engineering with a Year in Industry (BEng),International Commercial Law (LLM),Welsh,
Cardiff University,Civil Engineering with Year in Europe (France) (MEng),"International Economics, Banking and Finance (MSc)",Wireless and Microwave Communication Engineering (MRes),
Cardiff University,Civil Engineering with Year in Europe (Germany) (MEng),International Human Resource Management (MSc),,
Cardiff University,Civil Engineering with Year in Europe (Spain) (MEng),International Journalism (MA),,
Cardiff University,Civil Engineering with Year in Industry (MEng),International Management (MSc),,
Cardiff University,Computer Science (BSc),International Planning and Development (MSc),,
Cardiff University,Computer Science (MSci),International Planning and Urban Design (MSc),,
Cardiff University,Computer Science with a Year in Industry (BSc),International Public Relations and Global Communications Management (MA),,
Cardiff University,Computer Science with a Year in Industry (MSci),International Relations (MScEcon),,
Cardiff University,Computer Science with a Year of Study Abroad (BSc),Islam in Contemporary Britain (MA),,
Cardiff University,Computer Science with a Year of Study Abroad (MSci),Islam in Contemporary Britain (PgDip),,
Cardiff University,Computer Science with Security and Forensics (BSc),"Journalism, Media And Communications (MA)",,
Cardiff University,Computer Science with Security and Forensics with a Year in Industry (BSc),Language and Communication Research (MA),,
Cardiff University,Computer Science with Security and Forensics with a Year of Study Abroad (BSc),Language and Linguistics (MA),,
Cardiff University,Conservation of Objects in Museums and Archaeology (BSc),Law (LLM),,
Cardiff University,Criminology (BSc),Legal Aspects of Medical Practice (LLM),,
Cardiff University,Criminology and Social Policy (BSc),Legal Practice Course (LLM),,
Cardiff University,Criminology and Sociology (BSc),Legal Practice (PgDip),,
Cardiff University,Dental Hygiene (DipHE),Logistics and Operations Management (MSc),,
Cardiff University,Dental Surgery (BDS),Magazine Journalism (MA),,
Cardiff University,Dental Surgery with a Preliminary Year (BDS),Manufacturing Engineering Innovation & Management (MSc),,
Cardiff University,Dental Therapy and Dental Hygiene (BSc),Maritime Policy and Shipping Management (MSc),,
Cardiff University,Diagnostic Radiography and Imaging (BSc),Marketing (MSc),,
Cardiff University,Economics (BScEcon),Master of Design Administration ((MDA) (Distance)),,
Cardiff University,Economics and Finance (BScEcon),Master of Design Administration (MDA),,
Cardiff University,Economics and Finance with a Professional Placement Year (BScEcon),Mathematics (MSc),,
Cardiff University,Economics and Management Studies (BScEcon),Medical Education (MSc),,
Cardiff University,Economics and Management Studies with a Professional Placement Year (BScEcon),Medical Education (PgCert),,
Cardiff University,Economics with a European Language (French) (BSc),Medical Education (PgDip),,
Cardiff University,Economics with a European Language (German) (BSc),Medical Toxicology (MSc),,
Cardiff University,Economics with a European Language (Spanish) (BSc),Medical Toxicology (PgCert),,
Cardiff University,Economics with a Professional Placement Year (BScEcon),Medical Toxicology (PgDip),,
Cardiff University,Education (BSc),Medicinal Chemistry (MSc),,
Cardiff University,Electrical and Electronic Engineering (BEng),Music (MA),,
Cardiff University,Electrical and Electronic Engineering (MEng),Neonatal Medicine (MSc),,
Cardiff University,Electrical and Electronic Engineering (International) (MEng),Neonatal Medicine (PgDip),,
Cardiff University,Electrical and Electronic Engineering (International) with a Year in Industry (MEng),Neuroimaging: Methods and Applications (MSc),,
Cardiff University,Electrical and Electronic Engineering with a Year in Industry (BEng),News Journalism (MA),,
Cardiff University,Electrical and Electronic Engineering with Year in Industry (MEng),Non-Medical Prescribing (PgCert),,
Cardiff University,Engineering with a Foundation Year (BEng),Occupational Health (Policy and Practice) (MSc),,
Cardiff University,English Language (BA),Occupational Therapy (Pre-Registration) (PgDip),,
Cardiff University,English Language and French (BA),Occupational Therapy (MSc),,
Cardiff University,English Language and German (BA),Operational Research and Applied Statistics (MSc),,
Cardiff University,English Language and Italian (BA),"Operational Research, Applied Statistics and Financial Risk (MSc)",,
Cardiff University,English Language and Linguistics (BA),Oral Biology (MSc),,
Cardiff University,English Language and Literature (BA),Orthodontics (MScD),,
Cardiff University,English Language and Philosophy (BA),Pain Management (Primary and Community Care) (MSc),,
Cardiff University,English Language and Spanish (BA),Pain Management (MSc),,
Cardiff University,English Literature (BA),Palliative Medicine for Health Care Professionals (MSc),,
Cardiff University,English Literature and Creative Writing (BA),Philosophy (MA),,
Cardiff University,English Literature and History (BA),Physics (MSc),,
Cardiff University,English Literature and Philosophy (BA),Physiotherapy (MSc),,
Cardiff University,Environmental Geography (BSc),Planning Practice (PgCert),,
Cardiff University,Environmental Geography (MSci),Political Communication (MA),,
Cardiff University,Environmental Geography with a Year of Study Abroad (BSc),Politics and Public Policy (MScEcon),,
Cardiff University,Environmental Geoscience (BSc),Post-Compulsory Education and Training (PCET) (PGCE),,
Cardiff University,Environmental Geoscience (MSci),Practical Dermatology (MSc),,
Cardiff University,Environmental Geoscience with a Year of Study Abroad (BSc),Practical Dermatology (PgDip),,
Cardiff University,Environmental Sustainability Science (BSc),Professional Conservation (MSc),,
Cardiff University,Exploration Geology (BSc),Psychiatry (MSc),,
Cardiff University,Exploration Geology (MSci),Psychology (MSc),,
Cardiff University,Exploration Geology with a Year of Study Abroad (BSc),Public Health (MPH),,
Cardiff University,Financial Mathematics (BSc),Public Leadership (MSc),,
Cardiff University,Financial Mathematics with a Professional Placement Year (BSc),Radiographic Reporting (PgCert),,
Cardiff University,Financial Mathematics with a Year Abroad (BSc),Radiography (MSc),,
Cardiff University,French (BA),Shipping Law (LLM),,
Cardiff University,French and Economics (BA),Social and Public Policy (MSc),,
Cardiff University,French and English Literature (BA),Social Care Law (LLM),,
Cardiff University,French and German (BA),Social Science Research Methods (Criminology) (MSc),,
Cardiff University,French and Italian (BA),Social Science Research Methods (Criminology) (PgDip),,
Cardiff University,French and Japanese (BA),Social Science Research Methods (Educational Studies) (MSc),,
Cardiff University,French and Music (BA),Social Science Research Methods (Educational Studies) (PgDip),,
Cardiff University,French and Philosophy (BA),Social Science Research Methods (Environmental Planning) (MSc),,
Cardiff University,French and Politics (BA),Social Science Research Methods (Environmental Planning) (PgDip),,
Cardiff University,French and Portuguese (BA),Social Science Research Methods (International Relations) (MSc),,
Cardiff University,French and Spanish (BA),Social Science Research Methods (International Relations) (PgDip),,
Cardiff University,Geology (MSci),Social Science Research Methods (Management and Business Studies) (MSc),,
Cardiff University,Geology (BSc),Social Science Research Methods (Management and Business Studies) (PgDip),,
Cardiff University,Geology with a Year of Study Abroad (BSc),Social Science Research Methods (Politics) (MSc),,
Cardiff University,German (BA),Social Science Research Methods (Politics) (PgDip),,
Cardiff University,German and Economics (BA),Social Science Research Methods (Psychology) (MSc),,
Cardiff University,German and English Literature (BA),Social Science Research Methods (Psychology) (PgDip),,
Cardiff University,German and Italian (BA),Social Science Research Methods (Science and Technology Studies) (MSc),,
Cardiff University,German and Japanese (BA),Social Science Research Methods (Social Policy) (MSc),,
Cardiff University,German and Music (BA),Social Science Research Methods (Social Policy) (PgDip),,
Cardiff University,German and Politics (BA),Social Science Research Methods (Social Work) (MSc),,
Cardiff University,German and Portuguese (BA),Social Science Research Methods (Social Work) (PgDip),,
Cardiff University,German and Spanish (BA),Social Science Research Methods (Social-Legal) (Law) (MSc),,
Cardiff University,History (BA),Social Science Research Methods (Social-Legal) (Law) (PgDip),,
Cardiff University,History and Economics (BA),Social Science Research Methods (Sociology) (MSc),,
Cardiff University,Human and Social Sciences (BSc),Social Science Research Methods (Sociology) (PgDip),,
Cardiff University,Human Geography (BSc),Social Work (MA),,
Cardiff University,Human Geography and Planning (BSc),Software Engineering (MSc),,
Cardiff University,Human Geography and Planning with a Professional Placement Year (Accredited) (BSc),Spatial Planning and Development (MSc),,
Cardiff University,Human Geography with a Professional Placement Year (BSc),Specialist Community Public Health Nursing (Health Visiting) (PgDip),,
Cardiff University,Integrated Engineering (MEng),Sport and Exercise Physiotherapy (MSc),,
Cardiff University,Integrated Engineering (BEng),Sports and Exercise Physiotherapy (MSc),,
Cardiff University,Integrated Engineering (International) (MEng),Strategic Marketing (MSc),,
Cardiff University,Integrated Engineering (International) with a Year in Industry (MEng),Structural Engineering (MSc),,
Cardiff University,Integrated Engineering with a Year in Industry (BEng),Sustainability Planning and Environmental Policy (MSc),,
Cardiff University,Integrated Engineering with Year in Europe (France) (MEng),Sustainable Building Conservation (MSc),,
Cardiff University,Integrated Engineering with Year in Europe (Germany) (MEng),Sustainable Energy and Environment (MSc),,
Cardiff University,Integrated Engineering with Year in Europe (Spain) (MEng),Sustainable Mega-Buildings (MSc),,
Cardiff University,Integrated Engineering with Year in Industry (MEng),Sustainable Supply Chain Management (MSc),,
Cardiff University,International Relations (BScEcon),Theology (MTh),,
Cardiff University,International Relations and Politics (BScEcon),Therapeutic Prescribing for Optometrists (PgCert),,
Cardiff University,International Relations and Politics (with a Language) (BScEcon),Therapeutics (MSc),,
Cardiff University,Italian (BA),Therapeutics (PgCert),,
Cardiff University,Italian and Economics (BA),Therapeutics (PgDip),,
Cardiff University,Italian and English Literature (BA),Tissue Engineering and Regenerative Medicine (MSc),,
Cardiff University,Italian and Japanese (BA),Translation Studies (MA),,
Cardiff University,Italian and Music (BA),Transport and Planning (MSc),,
Cardiff University,Italian and Philosophy (BA),Urban and Regional Development (MSc),,
Cardiff University,Italian and Politics (BA),Urban Design (MA),,
Cardiff University,Italian and Portuguese (BA),Water in a Changing World (MSc),,
Cardiff University,Italian and Spanish (BA),Welsh and Celtic Studies (MA),,
Cardiff University,Journalism and Communications (BA),Welsh Government and Politics (MScEcon),,
Cardiff University,Journalism Media and Sociology (BA),Wireless and Microwave Communication Engineering (MSc),,
Cardiff University,"Journalism, Communications and Politics (BA)",Wireless and Microwave Communication Engineering with a Research Year (MSc),,
Cardiff University,"Journalism, Media and English Literature (BA)",Wireless and Microwave Communication Engineering with a Year in Industry (MSc),,
Cardiff University,Law (LLB),,,
Cardiff University,Law and Criminology (LLB),,,
Cardiff University,Law and French (LLB),,,
Cardiff University,Law and Politics (LLB),,,
Cardiff University,Law and Sociology (LLB),,,
Cardiff University,Law and Welsh (LLB),,,
Cardiff University,Marine Geography (MSci),,,
Cardiff University,Marine Geography (BSc),,,
Cardiff University,Marine Geography with a Year of Study Abroad (BSc),,,
Cardiff University,Mathematics (BSc),,,
Cardiff University,Mathematics (MMath),,,
Cardiff University,Mathematics and Music (BA),,,
Cardiff University,Mathematics and Music with Year of Study Abroad (BA),,,
Cardiff University,Mathematics Operational Research and Statistics (BSc),,,
Cardiff University,Mathematics Operational Research and Statistics with a Professional Placement (BSc),,,
Cardiff University,Mathematics with a Professional Placement Year (MMath),,,
Cardiff University,Mathematics with a Professional Placement Year (BSc),,,
Cardiff University,Mathematics with a Year Abroad (BSc),,,
Cardiff University,Mathematics with a Year Abroad (MMath),,,
Cardiff University,"Mathematics, Operational Research and Statistics (MMORS)",,,
Cardiff University,"Mathematics, Operational Research and Statistics with a Professional Placement Year (MMORS)",,,
Cardiff University,"Mathematics, Operational Research and Statistics with a Year Abroad (BSc)",,,
Cardiff University,"Mathematics, Operational Research and Statistics with a Year of Study Abroad (MMORS)",,,
Cardiff University,Mechanical Engineering (MEng),,,
Cardiff University,Mechanical Engineering (BEng),,,
Cardiff University,Mechanical Engineering (International) (MEng),,,
Cardiff University,Mechanical Engineering (International) with a Year in Industry (MEng),,,
Cardiff University,Mechanical Engineering with a Year in Industry (BEng),,,
Cardiff University,Mechanical Engineering with Year in Europe (France) (MEng),,,
Cardiff University,Mechanical Engineering with Year in Europe (Germany) (MEng),,,
Cardiff University,Mechanical Engineering with Year in Europe (Spain) (MEng),,,
Cardiff University,Mechanical Engineering with Year in Industry (MEng),,,
Cardiff University,Media and Communications (BA),,,
Cardiff University,"Media, Journalism and Culture (BA)",,,
Cardiff University,Medical Engineering (MEng),,,
